[-27.3125, -62.25, 13.4375]
[19.625, -168.9375, -16.875]
[19.625, -168.9375, -16.875]
[-36.0625, -148.6875, -21.0625]
[-36.0625, -148.6875, -21.0625]
[-34.0, -141.0, -20.375]
[-34.0, -141.0, -20.375]
[15.3125, -116.3125, -12.4375]
[15.3125, -116.3125, -12.4375]
[30.6875, -84.25, -5.3125]
[30.6875, -84.25, -5.3125]
[-3.6875, -70.25, -1.3125]
[-3.6875, -70.25, -1.3125]
[-22.0625, -66.375, 0.375]
[-22.0625, -66.375, 0.375]
[-10.0, -48.875, 4.875]
[-10.0, -48.875, 4.875]
[5.625, -20.0, 9.5]
[5.625, -20.0, 9.5]
[1.3125, 1.3125, 2.875]
[1.3125, 1.3125, 2.875]
[-22.6875, -3.875, -4.4375]
[-22.6875, -3.875, -4.4375]
[-15.25, -8.8125, -2.5]
[-15.25, -8.8125, -2.5]
[9.0, -3.0, -1.6875]
[9.0, -3.0, -1.6875]
[7.4375, -2.0, -0.5625]
[7.4375, -2.0, -0.5625]
[1.6875, -5.5625, 2.4375]
[1.6875, -5.5625, 2.4375]
[9.1875, -7.0625, 3.25]
[9.1875, -7.0625, 3.25]
[13.0625, -5.0, 4.3125]
[13.0625, -5.0, 4.3125]
[13.4375, -5.9375, 2.3125]
[13.4375, -5.9375, 2.3125]
[10.4375, -11.6875, -0.4375]
[10.4375, -11.6875, -0.4375]
[14.25, -14.8125, -3.0]
[14.25, -14.8125, -3.0]
[23.1875, -13.75, -1.75]
[23.1875, -13.75, -1.75]
[30.4375, -11.75, -1.4375]
[30.4375, -11.75, -1.4375]
[39.0, -3.6875, -1.1875]
[39.0, -3.6875, -1.1875]
[45.1875, 15.1875, 4.6875]
[45.1875, 15.1875, 4.6875]
[41.6875, 49.25, 14.25]
[41.6875, 49.25, 14.25]
[60.4375, 105.0, 29.0]
[60.4375, 105.0, 29.0]
[85.625, 154.0625, 49.5]
[85.625, 154.0625, 49.5]
[95.375, 190.4375, 72.8125]
[95.375, 190.4375, 72.8125]
[109.0, 217.8125, 91.1875]
[141.125, 239.375, 106.875]
[141.125, 239.375, 106.875]
[141.125, 239.375, 106.875]
[141.125, 239.375, 106.875]
[199.5625, 257.375, 111.375]
[199.5625, 257.375, 111.375]
[230.0625, 255.375, 108.6875]
[230.0625, 255.375, 108.6875]
[230.0625, 255.375, 108.6875]
[239.0, 238.3125, 98.3125]
[249.125, 215.25, 92.25]
[249.125, 215.25, 92.25]
[243.75, 193.25, 72.9375]
[243.75, 193.25, 72.9375]
[243.75, 193.25, 72.9375]
[217.0, 183.375, 58.125]
[202.0625, 158.75, 59.1875]
[202.0625, 158.75, 59.1875]
[181.375, 122.8125, 63.3125]
[181.375, 122.8125, 63.3125]
[137.6875, 83.25, 66.375]
[137.6875, 83.25, 66.375]
[108.1875, 51.4375, 63.125]
[108.1875, 51.4375, 63.125]
[108.625, 29.8125, 56.625]
[108.625, 29.8125, 56.625]
[86.125, 8.8125, 50.0625]
[86.125, 8.8125, 50.0625]
[60.5, -8.4375, 40.3125]
[60.5, -8.4375, 40.3125]
[34.0, -20.1875, 28.6875]
[34.0, -20.1875, 28.6875]
[26.875, -15.1875, 12.875]
[26.875, -15.1875, 12.875]
[30.4375, 5.5625, -6.5625]
[30.4375, 5.5625, -6.5625]
[31.75, 27.1875, -24.6875]
[31.75, 27.1875, -24.6875]
[23.875, 48.9375, -49.4375]
[23.875, 48.9375, -49.4375]
[20.1875, 75.25, -80.0]
[20.1875, 75.25, -80.0]
[24.6875, 106.25, -121.1875]
[24.6875, 106.25, -121.1875]
[31.375, 135.375, -171.8125]
[31.375, 135.375, -171.8125]
[18.8125, 149.875, -225.0]
[18.8125, 149.875, -225.0]
[-22.875, 146.9375, -271.25]
[-22.875, 146.9375, -271.25]
[-68.25, 131.5625, -291.25]
[-68.25, 131.5625, -291.25]
[-85.6875, 106.8125, -283.25]
[-85.6875, 106.8125, -283.25]
[-105.3125, 87.8125, -260.0625]
[-105.3125, 87.8125, -260.0625]
[-137.5, 80.875, -226.9375]
[-137.5, 80.875, -226.9375]
[-158.1875, 94.3125, -168.625]
[-158.1875, 94.3125, -168.625]
[-177.6875, 103.0, -119.4375]
[-177.6875, 103.0, -119.4375]
[-191.3125, 84.3125, -92.1875]
[-191.3125, 84.3125, -92.1875]
[-130.0, 24.6875, -39.375]
[-130.0, 24.6875, -39.375]
[-47.875, -43.8125, -0.5625]
[49.9375, -99.375, 47.9375]
[49.9375, -99.375, 47.9375]
[49.9375, -99.375, 47.9375]
[99.25, -139.0625, 116.25]
[99.25, -139.0625, 116.25]
[84.0625, -162.8125, 161.25]
[62.625, -187.6875, 189.4375]
[62.625, -187.6875, 189.4375]
[62.625, -187.6875, 189.4375]
[67.4375, -212.5625, 207.875]
[67.4375, -212.5625, 207.875]
[71.9375, -215.125, 203.5625]
[104.9375, -194.4375, 189.3125]
[104.9375, -194.4375, 189.3125]
[104.9375, -194.4375, 189.3125]
[132.25, -146.8125, 160.5625]
[132.25, -146.8125, 160.5625]
[147.125, -85.0, 127.125]
[147.125, -85.0, 127.125]
[187.875, -19.5, 81.125]
[187.875, -19.5, 81.125]
[169.0625, 17.3125, 48.625]
[169.0625, 17.3125, 48.625]
[46.25, 24.625, 13.5]
[-46.375, 58.5625, -45.25]
[-46.375, 58.5625, -45.25]
[-46.375, 58.5625, -45.25]
[-60.5, 127.0, -120.6875]
[-60.5, 127.0, -120.6875]
[-43.4375, 185.0625, -196.1875]
[-43.4375, 185.0625, -196.1875]
[-45.1875, 212.8125, -256.0]
[-76.5625, 209.75, -282.8125]
[-76.5625, 209.75, -282.8125]
[-127.125, 190.5625, -279.0]
[-127.125, 190.5625, -279.0]
[-116.875, 170.0625, -252.8125]
[-116.875, 170.0625, -252.8125]
[-90.125, 134.9375, -224.0]
[-90.125, 134.9375, -224.0]
[-90.125, 134.9375, -224.0]
[-69.75, 64.0625, -195.4375]
[-35.875, -19.625, -152.6875]
[-35.875, -19.625, -152.6875]
[6.25, -103.25, -118.0]
[6.25, -103.25, -118.0]
[41.0, -181.75, -77.875]
[41.0, -181.75, -77.875]
[53.125, -247.6875, -48.4375]
[53.125, -247.6875, -48.4375]
[31.3125, -297.25, -31.75]
[31.3125, -297.25, -31.75]
[0.6875, -340.875, -14.8125]
[-44.4375, -377.25, 1.125]
[-44.4375, -377.25, 1.125]
[-44.4375, -377.25, 1.125]
[-83.6875, -400.0625, 4.5625]
[-83.6875, -400.0625, 4.5625]
[-114.0, -409.625, 5.5]
[-119.9375, -413.375, -13.0]
[-119.9375, -413.375, -13.0]
[-119.9375, -413.375, -13.0]
[-129.8125, -404.0625, -28.3125]
[-129.8125, -404.0625, -28.3125]
[-113.3125, -365.625, -53.0625]
[-29.625, -323.0, -53.625]
[-29.625, -323.0, -53.625]
[12.9375, -299.6875, -30.6875]
[12.9375, -299.6875, -30.6875]
[12.9375, -299.6875, -30.6875]
[24.8125, -275.3125, -6.75]
[19.25, -230.0, 0.4375]
[19.25, -230.0, 0.4375]
[-13.875, -189.5, 2.125]
[-13.875, -189.5, 2.125]
[-29.8125, -160.5, 6.375]
[-29.8125, -160.5, 6.375]
[-2.4375, -127.5625, 9.5625]
[-2.4375, -127.5625, 9.5625]
[30.0, -93.8125, 11.875]
[30.0, -93.8125, 11.875]
[20.875, -66.625, 7.375]
[20.875, -66.625, 7.375]
[-2.375, -34.3125, 8.3125]
[-2.375, -34.3125, 8.3125]
[-6.0, -0.5, 3.1875]
[-6.0, -0.5, 3.1875]
[-7.0, 3.8125, -0.125]
[-7.0, 3.8125, -0.125]
[-0.8125, 0.875, 6.0625]
[-0.8125, 0.875, 6.0625]
[10.75, -6.0625, 2.8125]
[10.75, -6.0625, 2.8125]
[15.6875, -10.9375, 1.9375]
[11.875, -12.5625, 1.875]
[11.875, -12.5625, 1.875]
[11.875, -12.5625, 1.875]
[0.5, -11.1875, 3.0625]
[0.5, -11.1875, 3.0625]
[1.375, -4.3125, 1.0625]
[1.375, -4.3125, 1.0625]
[1.875, -0.8125, 0.5]
[1.875, -0.8125, 0.5]
[-2.4375, -2.9375, 1.6875]
[-2.4375, -2.9375, 1.6875]
[-1.375, -3.5, 3.6875]
[4.0625, -3.5, 3.0625]
[4.0625, -3.5, 3.0625]
[4.0625, -3.5, 3.0625]
[4.5625, -4.125, 3.625]
[4.5625, -4.125, 3.625]
[4.8125, -6.5, 3.4375]
[4.9375, -9.875, 2.375]
[4.9375, -9.875, 2.375]
[4.9375, -9.875, 2.375]
[8.8125, -10.625, 1.625]
[8.8125, -10.625, 1.625]
[14.3125, -11.375, 0.875]
[14.3125, -11.375, 0.875]
[17.5625, -14.125, 1.0]
[17.5625, -14.125, 1.0]
[19.25, -16.375, -0.8125]
[19.25, -16.375, -0.8125]
[26.375, -16.625, 0.75]
[26.375, -16.625, 0.75]
[34.5625, -14.5625, 3.5]
[34.5625, -14.5625, 3.5]
[48.0625, -4.125, 9.0625]
[48.0625, -4.125, 9.0625]
[48.0625, -4.125, 9.0625]
[79.1875, 24.6875, 21.5625]
[102.875, 62.9375, 38.0625]
[102.875, 62.9375, 38.0625]
[125.3125, 104.1875, 69.5]
[125.3125, 104.1875, 69.5]
[161.625, 149.375, 103.0]
[161.625, 149.375, 103.0]
[176.375, 184.25, 117.625]
[176.375, 184.25, 117.625]
[195.9375, 209.1875, 128.875]
[195.9375, 209.1875, 128.875]
[246.3125, 225.875, 138.625]
[246.3125, 225.875, 138.625]
[275.5, 234.125, 131.9375]
[275.5, 234.125, 131.9375]
[285.25, 231.0, 115.75]
[285.25, 231.0, 115.75]
[277.0, 218.3125, 98.875]
[277.0, 218.3125, 98.875]
[262.375, 199.125, 88.3125]
[250.8125, 177.8125, 75.8125]
[250.8125, 177.8125, 75.8125]
[250.8125, 177.8125, 75.8125]
[224.125, 146.5, 65.0]
[224.125, 146.5, 65.0]
[193.25, 108.8125, 59.0]
[162.1875, 77.6875, 49.5625]
[162.1875, 77.6875, 49.5625]
[162.1875, 77.6875, 49.5625]
[139.25, 51.25, 38.0625]
[139.25, 51.25, 38.0625]
[125.9375, 32.5, 23.9375]
[103.5625, 19.625, 6.4375]
[103.5625, 19.625, 6.4375]
[103.5625, 19.625, 6.4375]
[93.125, 21.1875, -13.125]
[93.125, 21.1875, -13.125]
[84.375, 31.5, -37.75]
[78.9375, 49.625, -68.0]
[78.9375, 49.625, -68.0]
[78.9375, 49.625, -68.0]
[73.0625, 69.75, -102.5]
[73.0625, 69.75, -102.5]
[73.0625, 69.75, -102.5]
[46.625, 109.0625, -178.375]
[46.625, 109.0625, -178.375]
[46.625, 109.0625, -178.375]
[31.3125, 122.5625, -224.5625]
[31.3125, 122.5625, -224.5625]
[15.75, 132.8125, -274.1875]
[-33.75, 139.6875, -313.125]
[-33.75, 139.6875, -313.125]
[-65.625, 148.6875, -328.1875]
[-65.625, 148.6875, -328.1875]
[-65.625, 148.6875, -328.1875]
[-85.8125, 133.9375, -317.75]
[-85.8125, 133.9375, -317.75]
[-114.8125, 105.125, -297.125]
[-137.125, 84.6875, -259.0]
[-137.125, 84.6875, -259.0]
[-149.375, 88.125, -209.375]
[-149.375, 88.125, -209.375]
[-172.6875, 84.9375, -181.5625]
[-172.6875, 84.9375, -181.5625]
[-161.4375, 64.4375, -131.5]
[-161.4375, 64.4375, -131.5]
[-130.625, 33.125, -77.8125]
[-130.625, 33.125, -77.8125]
[-101.875, -5.6875, -34.5625]
[-101.875, -5.6875, -34.5625]
[-38.6875, -50.8125, 23.1875]
[-38.6875, -50.8125, 23.1875]
[55.5625, -83.1875, 80.6875]
[55.5625, -83.1875, 80.6875]
[112.6875, -97.3125, 134.5]
[112.6875, -97.3125, 134.5]
[108.8125, -111.75, 172.375]
[108.8125, -111.75, 172.375]
[96.8125, -131.6875, 205.8125]
[96.8125, -131.6875, 205.8125]
[91.8125, -140.75, 226.4375]
[91.8125, -140.75, 226.4375]
[83.375, -142.875, 226.875]
[83.375, -142.875, 226.875]
[99.1875, -127.9375, 215.4375]
[99.1875, -127.9375, 215.4375]
[99.1875, -127.9375, 215.4375]
[132.75, -80.625, 190.6875]
[155.3125, -18.625, 157.875]
[155.3125, -18.625, 157.875]
[162.875, 28.75, 117.625]
[162.875, 28.75, 117.625]
[163.0, 47.25, 82.6875]
[65.875, 39.5, 56.9375]
[65.875, 39.5, 56.9375]
[65.875, 39.5, 56.9375]
[-50.125, 50.8125, 6.5]
[-50.125, 50.8125, 6.5]
[-66.5625, 91.875, -57.875]
[-38.0625, 123.25, -120.375]
[-38.0625, 123.25, -120.375]
[-39.3125, 123.3125, -169.9375]
[-39.3125, 123.3125, -169.9375]
[-39.3125, 123.3125, -169.9375]
[-101.0625, 93.8125, -197.8125]
[-147.125, 64.9375, -184.875]
[-147.125, 64.9375, -184.875]
[-115.875, 58.1875, -146.75]
[-115.875, 58.1875, -146.75]
[-115.875, 58.1875, -146.75]
[-42.0, 22.125, -98.75]
[-42.0, 22.125, -98.75]
[-27.8125, -52.5, -50.0625]
[-50.5, -140.9375, 1.5625]
[-50.5, -140.9375, 1.5625]
[-61.1875, -215.0625, 18.8125]
[-61.1875, -215.0625, 18.8125]
[-61.1875, -215.0625, 18.8125]
[-78.4375, -268.4375, -4.875]
[-78.4375, -268.4375, -4.875]
[-112.6875, -314.75, -27.9375]
[-182.375, -362.6875, -45.8125]
[-182.375, -362.6875, -45.8125]
[-218.6875, -392.9375, -64.1875]
[-218.6875, -392.9375, -64.1875]
[-224.5625, -399.1875, -84.375]
[-224.5625, -399.1875, -84.375]
[-224.5625, -399.1875, -84.375]
[-249.625, -396.8125, -121.125]
[-218.0625, -336.8125, -145.125]
[-218.0625, -336.8125, -145.125]
[-180.9375, -299.1875, -157.4375]
[-180.9375, -299.1875, -157.4375]
[-168.0625, -302.625, -175.625]
[-115.8125, -320.4375, -194.1875]
[-115.8125, -320.4375, -194.1875]
[-115.8125, -320.4375, -194.1875]
[20.1875, -261.0625, -143.75]
[20.1875, -261.0625, -143.75]
[45.8125, -195.3125, -89.3125]
[-33.875, -153.0, -53.125]
[-33.875, -153.0, -53.125]
[-75.875, -124.6875, -21.5]
[-75.875, -124.6875, -21.5]
[-75.875, -124.6875, -21.5]
[-46.75, -98.3125, -7.4375]
[-46.75, -98.3125, -7.4375]
[-10.375, -78.625, -1.75]
[-10.375, -78.625, -1.75]
[3.1875, -64.3125, 9.4375]
[0.6875, -53.9375, 16.25]
[0.6875, -53.9375, 16.25]
[0.25, -20.75, 26.0]
[0.25, -20.75, 26.0]
[35.5625, 4.9375, 23.875]
[35.5625, 4.9375, 23.875]
[33.875, -2.625, 12.75]
[33.875, -2.625, 12.75]
[2.5625, -17.375, 9.0625]
[8.4375, -15.8125, 1.4375]
[8.4375, -15.8125, 1.4375]
[11.5625, -10.375, -2.8125]
[11.5625, -10.375, -2.8125]
[7.75, -6.1875, -1.25]
[7.75, -6.1875, -1.25]
[7.75, -6.1875, -1.25]
[-1.0, -6.4375, 1.6875]
[-1.0, -6.4375, 1.6875]
[2.5, -4.125, 2.75]
[2.5, -4.125, 2.75]
[4.875, -2.625, 2.4375]
[4.875, -2.625, 2.4375]
[2.9375, -4.0, 2.25]
[2.9375, -4.0, 2.25]
[3.8125, -4.5, 0.25]
[4.9375, -6.125, -0.75]
[4.9375, -6.125, -0.75]
[4.9375, -6.125, -0.75]
[8.1875, -9.8125, -1.3125]
[16.5625, -11.8125, -4.5625]
[16.5625, -11.8125, -4.5625]
[16.5625, -11.8125, -4.5625]
[16.625, -6.25, -6.5]
[19.6875, 6.6875, -3.75]
[19.6875, 6.6875, -3.75]
[22.4375, 39.5, 8.6875]
[43.1875, 88.875, 36.5]
[59.0, 132.8125, 62.0625]
[59.0, 132.8125, 62.0625]
[59.0, 132.8125, 62.0625]
[72.125, 167.125, 83.9375]
[72.125, 167.125, 83.9375]
[91.0625, 195.75, 110.1875]
[126.25, 223.375, 133.5]
[126.25, 223.375, 133.5]
[126.25, 223.375, 133.5]
[181.0625, 242.875, 149.1875]
[181.0625, 242.875, 149.1875]
[221.6875, 249.8125, 149.1875]
[230.3125, 247.0625, 137.4375]
[230.3125, 247.0625, 137.4375]
[230.3125, 247.0625, 137.4375]
[240.0625, 240.5, 122.9375]
[240.0625, 240.5, 122.9375]
[249.0, 225.5625, 119.9375]
[230.5625, 196.5, 114.6875]
[230.5625, 196.5, 114.6875]
[219.1875, 178.3125, 105.5625]
[219.1875, 178.3125, 105.5625]
[219.1875, 178.3125, 105.5625]
[208.5, 157.0, 94.9375]
[187.5625, 126.4375, 94.6875]
[187.5625, 126.4375, 94.6875]
[168.5625, 94.125, 97.3125]
[168.5625, 94.125, 97.3125]
[168.5625, 94.125, 97.3125]
[135.375, 62.3125, 92.9375]
[108.4375, 30.3125, 81.0]
[108.4375, 30.3125, 81.0]
[78.875, -3.6875, 74.25]
[78.875, -3.6875, 74.25]
[64.5, -36.3125, 68.125]
[64.5, -36.3125, 68.125]
[49.25, -46.75, 54.4375]
[49.25, -46.75, 54.4375]
[48.25, -45.125, 34.6875]
[48.25, -45.125, 34.6875]
[64.5, -26.6875, 10.625]
[64.5, -26.6875, 10.625]
[63.6875, -5.375, -16.3125]
[63.6875, -5.375, -16.3125]
[65.25, 28.5, -48.625]
[65.25, 28.5, -48.625]
[65.25, 28.5, -48.625]
[58.375, 62.875, -82.4375]
[58.375, 62.875, -82.4375]
[43.875, 99.3125, -123.875]
[24.125, 137.4375, -174.8125]
[24.125, 137.4375, -174.8125]
[12.1875, 164.4375, -223.4375]
[12.1875, 164.4375, -223.4375]
[12.1875, 164.4375, -223.4375]
[10.5625, 174.9375, -265.1875]
[-61.1875, 179.25, -301.125]
[-61.1875, 179.25, -301.125]
[-138.4375, 186.5, -320.375]
[-138.4375, 186.5, -320.375]
[-139.6875, 193.1875, -290.375]
[-139.6875, 193.1875, -290.375]
[-126.0, 183.25, -246.6875]
[-126.0, 183.25, -246.6875]
[-134.6875, 157.25, -198.5625]
[-134.6875, 157.25, -198.5625]
[-135.5625, 119.1875, -146.375]
[-135.5625, 119.1875, -146.375]
[-135.5625, 119.1875, -146.375]
[-67.6875, 11.125, -47.5]
[-67.6875, 11.125, -47.5]
[-67.6875, 11.125, -47.5]
[-5.4375, -38.3125, 4.4375]
[6.0625, -86.9375, 55.0]
[6.0625, -86.9375, 55.0]
[6.0625, -86.9375, 55.0]
[9.1875, -128.75, 101.0]
[9.1875, -128.75, 101.0]
[25.0625, -158.4375, 129.75]
[42.0625, -187.625, 150.5625]
[42.0625, -187.625, 150.5625]
[58.5, -209.375, 175.3125]
[58.5, -209.375, 175.3125]
[81.625, -212.625, 188.9375]
[81.625, -212.625, 188.9375]
[68.5, -176.5, 163.625]
[68.5, -176.5, 163.625]
[68.5, -176.5, 163.625]
[87.125, -158.1875, 160.5]
[82.0, -137.5625, 151.6875]
[177.125, -80.75, 131.375]
[177.125, -80.75, 131.375]
[177.125, -80.75, 131.375]
[177.125, -80.75, 131.375]
[137.1875, -13.125, 86.5]
[44.375, 19.1875, 46.0]
[44.375, 19.1875, 46.0]
[8.625, 16.0, 34.75]
[8.625, 16.0, 34.75]
[-56.4375, 21.875, 5.875]
[-56.4375, 21.875, 5.875]
[-57.75, 30.6875, -36.875]
[-18.4375, 24.5625, -63.625]
[-18.4375, 24.5625, -63.625]
[-18.4375, 24.5625, -63.625]
[-23.375, -14.9375, -69.125]
[-23.375, -14.9375, -69.125]
[-50.875, -64.125, -52.125]
[-71.0625, -107.4375, -33.3125]
[-71.0625, -107.4375, -33.3125]
[-91.5625, -146.4375, -25.375]
[-91.5625, -146.4375, -25.375]
[-116.9375, -180.1875, -20.5625]
[-116.9375, -180.1875, -20.5625]
[-143.125, -194.875, -25.875]
[-143.125, -194.875, -25.875]
[-176.6875, -205.5, -41.25]
[-176.6875, -205.5, -41.25]
[-200.25, -215.3125, -52.625]
[-200.25, -215.3125, -52.625]
[-216.9375, -233.3125, -73.75]
[-216.9375, -233.3125, -73.75]
[-234.625, -248.4375, -99.1875]
[-234.625, -248.4375, -99.1875]
[-226.6875, -263.0, -124.4375]
[-226.6875, -263.0, -124.4375]
[-190.0625, -263.9375, -118.125]
[-190.0625, -263.9375, -118.125]
[-139.0, -244.5625, -96.875]
[-139.0, -244.5625, -96.875]
[-141.375, -226.3125, -93.875]
[-141.375, -226.3125, -93.875]
[-122.625, -208.875, -91.0]
[-122.625, -208.875, -91.0]
[-85.625, -180.3125, -72.625]
[-85.625, -180.3125, -72.625]
[-68.6875, -144.5, -47.75]
[-68.6875, -144.5, -47.75]
[-63.125, -115.5, -36.125]
[-63.125, -115.5, -36.125]
[-60.0, -89.375, -28.75]
[-60.0, -89.375, -28.75]
[-62.0, -71.25, -20.0625]
[-62.1875, -54.0, -10.25]
[-62.1875, -54.0, -10.25]
[-62.1875, -54.0, -10.25]
[-43.3125, -39.875, -2.75]
[-43.3125, -39.875, -2.75]
[-34.5, -32.75, 1.875]
[-34.5, -32.75, 1.875]
[-29.6875, -29.9375, 4.6875]
[-29.6875, -29.9375, 4.6875]
[-28.6875, -27.25, 7.0]
[-28.6875, -27.25, 7.0]
[-12.8125, 0.4375, 12.25]
[-12.8125, 0.4375, 12.25]
[-2.25, 21.6875, 3.6875]
[-2.25, 21.6875, 3.6875]
[-18.125, 11.25, -5.0]
[-18.125, 11.25, -5.0]
[-21.625, 0.9375, -7.75]
[-21.625, 0.9375, -7.75]
[-2.8125, -2.75, -5.25]
[-2.8125, -2.75, -5.25]
[8.4375, -3.4375, 0.625]
[8.4375, -3.4375, 0.625]
[4.3125, -4.8125, 4.1875]
[4.3125, -4.8125, 4.1875]
[10.5, -4.625, 5.375]
[11.6875, -5.8125, 5.5625]
[11.6875, -5.8125, 5.5625]
[5.5625, -8.5, 2.25]
[5.5625, -8.5, 2.25]
[5.4375, -8.75, 0.0]
[5.4375, -8.75, 0.0]
[8.4375, -8.375, 0.0625]
[8.4375, -8.375, 0.0625]
[7.625, -9.9375, 2.5]
[7.625, -9.9375, 2.5]
[11.25, -12.1875, 3.75]
[16.3125, -13.6875, 3.625]
[16.3125, -13.6875, 3.625]
[16.3125, -13.6875, 3.625]
[16.3125, -13.6875, 3.625]
[18.875, -15.25, 3.875]
[23.5, -16.375, 3.6875]
[26.6875, -15.0, 5.0625]
[26.6875, -15.0, 5.0625]
[26.6875, -15.0, 5.0625]
[27.3125, -11.75, 8.5]
[27.3125, -11.75, 8.5]
[24.1875, -4.75, 14.875]
[32.3125, 10.5, 28.1875]
[32.3125, 10.5, 28.1875]
[32.3125, 10.5, 28.1875]
[57.375, 43.5625, 46.5625]
[57.375, 43.5625, 46.5625]
[88.125, 85.3125, 62.4375]
[99.375, 120.125, 81.625]
[99.375, 120.125, 81.625]
[113.375, 147.25, 102.8125]
[113.375, 147.25, 102.8125]
[113.375, 147.25, 102.8125]
[146.5625, 174.9375, 111.9375]
[184.375, 189.4375, 112.125]
[184.375, 189.4375, 112.125]
[204.8125, 198.0, 114.9375]
[204.8125, 198.0, 114.9375]
[204.8125, 198.0, 114.9375]
[225.25, 209.1875, 98.75]
[223.5, 210.25, 91.1875]
[223.5, 210.25, 91.1875]
[237.625, 201.75, 90.1875]
[237.625, 201.75, 90.1875]
[240.4375, 188.3125, 87.8125]
[240.4375, 188.3125, 87.8125]
[222.9375, 184.75, 74.5625]
[222.9375, 184.75, 74.5625]
[207.8125, 170.125, 64.6875]
[207.8125, 170.125, 64.6875]
[208.9375, 142.0, 61.125]
[208.9375, 142.0, 61.125]
[189.25, 107.625, 60.0]
[189.25, 107.625, 60.0]
[161.0625, 82.8125, 53.5625]
[161.0625, 82.8125, 53.5625]
[161.0625, 82.8125, 53.5625]
[139.25, 64.25, 42.5625]
[140.3125, 44.3125, 34.25]
[140.3125, 44.3125, 34.25]
[123.0625, 22.1875, 23.0625]
[123.0625, 22.1875, 23.0625]
[123.0625, 22.1875, 23.0625]
[123.0625, 22.1875, 23.0625]
[81.3125, 9.8125, -7.625]
[81.3125, 9.8125, -7.625]
[68.3125, 17.3125, -26.625]
[68.3125, 17.3125, -26.625]
[68.3125, 17.3125, -26.625]
[58.0625, 35.1875, -52.75]
[58.0625, 35.1875, -52.75]
[55.625, 61.0625, -85.5]
[48.375, 86.4375, -120.6875]
[48.375, 86.4375, -120.6875]
[48.375, 86.4375, -120.6875]
[36.6875, 108.8125, -160.0625]
[36.6875, 108.8125, -160.0625]
[8.0, 122.8125, -195.75]
[-25.0625, 132.5, -227.3125]
[-25.0625, 132.5, -227.3125]
[-25.0625, 132.5, -227.3125]
[-52.3125, 135.375, -246.5625]
[-99.5, 125.3125, -258.5625]
[-99.5, 125.3125, -258.5625]
[-151.5, 137.75, -247.125]
[-151.5, 137.75, -247.125]
[-148.4375, 155.1875, -216.375]
[-148.4375, 155.1875, -216.375]
[-112.3125, 143.5625, -180.9375]
[-112.3125, 143.5625, -180.9375]
[-112.25, 104.4375, -119.9375]
[-112.25, 104.4375, -119.9375]
[-112.25, 104.4375, -119.9375]
[-165.8125, 69.6875, -64.625]
[-154.625, 43.625, -41.3125]
[-154.625, 43.625, -41.3125]
[-78.3125, -0.3125, -28.0]
[-78.3125, -0.3125, -28.0]
[-78.3125, -0.3125, -28.0]
[31.25, -109.6875, 52.125]
[31.25, -109.6875, 52.125]
[33.125, -154.8125, 108.9375]
[31.6875, -187.0625, 140.125]
[31.6875, -187.0625, 140.125]
[52.0625, -200.5625, 157.6875]
[52.0625, -200.5625, 157.6875]
[52.0625, -200.5625, 157.6875]
[87.875, -190.75, 166.75]
[82.5, -172.875, 175.875]
[82.5, -172.875, 175.875]
[65.1875, -156.0, 173.5625]
[65.1875, -156.0, 173.5625]
[65.1875, -156.0, 173.5625]
[73.4375, -157.875, 171.4375]
[43.125, -173.6875, 172.5625]
[43.125, -173.6875, 172.5625]
[-31.0, -194.875, 162.5625]
[-31.0, -194.875, 162.5625]
[-31.0, -194.875, 162.5625]
[-86.6875, -210.875, 136.1875]
[-99.9375, -213.6875, 99.5625]
[-99.9375, -213.6875, 99.5625]
[-97.125, -211.125, 57.875]
[-97.125, -211.125, 57.875]
[-97.125, -211.125, 57.875]
[-109.375, -211.0625, 18.3125]
[-136.25, -211.5, -15.3125]
[-136.25, -211.5, -15.3125]
[-136.25, -211.5, -15.3125]
[-173.1875, -210.375, -52.1875]
[-183.25, -207.625, -78.6875]
[-183.25, -207.625, -78.6875]
[-179.75, -206.1875, -95.5625]
[-179.75, -206.1875, -95.5625]
[-179.3125, -200.0, -106.9375]
[-179.3125, -200.0, -106.9375]
[-184.375, -186.3125, -115.5]
[-184.375, -186.3125, -115.5]
[-169.9375, -164.25, -115.75]
[-169.9375, -164.25, -115.75]
[-153.625, -147.1875, -102.1875]
[-153.625, -147.1875, -102.1875]
[-138.125, -136.8125, -80.125]
[-138.125, -136.8125, -80.125]
[-140.5, -123.125, -72.0625]
[-137.375, -99.9375, -61.3125]
[-137.375, -99.9375, -61.3125]
[-137.375, -99.9375, -61.3125]
[-124.5, -76.9375, -48.125]
[-131.6875, -63.5625, -43.4375]
[-131.6875, -63.5625, -43.4375]
[-131.6875, -63.5625, -43.4375]
[-126.6875, -54.0625, -40.125]
[-126.6875, -54.0625, -40.125]
[-98.9375, -44.0, -29.25]
[-75.3125, -33.375, -19.6875]
[-75.3125, -33.375, -19.6875]
[-74.0625, -21.8125, -15.0625]
[-74.0625, -21.8125, -15.0625]
[-75.875, -11.875, -12.6875]
[-75.875, -11.875, -12.6875]
[-61.1875, 1.1875, -7.75]
[-61.1875, 1.1875, -7.75]
[-50.5, 13.5625, -2.1875]
[-50.5, 13.5625, -2.1875]
[-35.5625, 28.3125, 6.75]
[-35.5625, 28.3125, 6.75]
